0	5.61231	0	0	0	0	0	0	-2.80616
0.05	5.61231	0	0	0	0	0	0	-2.80616
0.1	5.61231	0	0	-0.280616	0	0	0.0393725	-2.80616
0.15	5.59828	0	0	-0.561231	0	0	0.15749	-2.79914
0.2	5.57022	0	0	-0.841145	0	0	0.353762	-2.78511
0.25	5.52816	0	0	-1.11966	0	0	0.626815	-2.76408
0.3	5.47218	0	0	-1.39606	0	0	0.974497	-2.73609
0.35	5.40237	0	0	-1.66967	0	0	1.3939	-2.70119
0.4	5.31889	0	0	-1.93979	0	0	1.8814	-2.65945
0.45	5.2219	0	0	-2.20574	0	0	2.43264	-2.61095
0.5	5.11161	0	0	-2.46683	0	0	3.04263	-2.55581
0.55	4.98827	0	0	-2.72241	0	0	3.70576	-2.49414
0.6	4.85215	0	0	-2.97183	0	0	4.41587	-2.42608
0.65	4.70356	0	0	-3.21443	0	0	5.16629	-2.35178
0.7	4.54284	0	0	-3.44961	0	0	5.94991	-2.27142
0.75	4.37036	0	0	-3.67675	0	0	6.75926	-2.18518
0.8	4.18652	0	0	-3.89527	0	0	7.58657	-2.09326
0.85	3.99176	0	0	-4.1046	0	0	8.42386	-1.99588
0.9	3.78653	0	0	-4.30419	0	0	9.263	-1.89326
0.95	3.57132	0	0	-4.49351	0	0	10.0958	-1.78566
1	3.34664	0	0	-4.67208	0	0	10.9142	-1.67332
1.05	3.11304	0	0	-4.83941	0	0	11.7099	-1.55652
1.1	2.87107	0	0	-4.99506	0	0	12.4753	-1.43553
1.15	2.62132	0	0	-5.13862	0	0	13.2027	-1.31066
1.2	2.36438	0	0	-5.26968	0	0	13.8848	-1.18219
1.25	2.1009	0	0	-5.3879	0	0	14.5147	-1.05045
1.3	1.83151	0	0	-5.49295	0	0	15.0862	-0.915753
1.35	1.55686	0	0	-5.58452	0	0	15.5934	-0.778429
1.4	1.27763	0	0	-5.66236	0	0	16.0312	-0.638816
1.45	0.994514	0	0	-5.72624	0	0	16.3949	-0.497257
1.5	0.708202	0	0	-5.77597	0	0	16.6809	-0.354101
1.55	0.419404	0	0	-5.81138	0	0	16.8861	-0.209702
1.6	0.128835	0	0	-5.83235	0	0	17.0082	-0.0644173
1.65	-0.162783	0	0	-5.83879	0	0	17.0457	-0.0813915
1.7	-0.454723	0	0	-5.83065	0	0	16.9983	-0.227361
1.75	-0.746255	0	0	-5.80792	0	0	16.866	-0.373128
1.8	-1.03665	0	0	-5.7706	0	0	16.6499	-0.518326
1.85	-1.32518	0	0	-5.71877	0	0	16.3522	-0.662591
1.9	-1.61112	0	0	-5.65251	0	0	15.9755	-0.80556
1.95	-1.89375	0	0	-5.57196	0	0	15.5234	-0.946873
2	-2.17234	0	0	-5.47727	0	0	15.0002	-1.08617
2.05	-2.44621	0	0	-5.36865	0	0	14.4112	-1.2231
2.1	-2.71464	0	0	-5.24634	0	0	13.7621	-1.35732
2.15	-2.97696	0	0	-5.11061	0	0	13.0592	-1.48848
2.2	-3.23249	0	0	-4.96176	0	0	12.3095	-1.61624
2.25	-3.48058	0	0	-4.80014	0	0	11.5207	-1.74029
2.3	-3.72058	0	0	-4.62611	0	0	10.7004	-1.86029
