0	5.61231	0	0	0	0	0	0	-2.80616
0.05	5.61231	0	0	0	0	0	0	-2.80616
0.1	5.61231	0	0	-0.280616	0	0	0.0393725	-2.80616
0.15	5.59828	0	0	-0.280616	0	0	0.0393725	-2.79914
0.2	5.58425	0	0	-0.279914	0	0	0.0391759	-2.79212
0.25	5.57025	0	0	-0.279212	0	0	0.0389798	-2.78513
0.3	5.55629	0	0	-0.278513	0	0	0.0387846	-2.77815
0.35	5.54237	0	0	-0.277815	0	0	0.0385905	-2.77118
0.4	5.52848	0	0	-0.277118	0	0	0.0383973	-2.76424
0.45	5.51462	0	0	-0.276424	0	0	0.0382051	-2.75731
0.5	5.5008	0	0	-0.275731	0	0	0.0380138	-2.7504
0.55	5.48701	0	0	-0.27504	0	0	0.0378235	-2.74351
0.6	5.47326	0	0	-0.274351	0	0	0.0376341	-2.73663
0.65	5.45954	0	0	-0.273663	0	0	0.0374457	-2.72977
0.7	5.44586	0	0	-0.272977	0	0	0.0372583	-2.72293
0.75	5.43221	0	0	-0.272293	0	0	0.0370717	-2.71611
0.8	5.4186	0	0	-0.271611	0	0	0.0368861	-2.7093
0.85	5.40502	0	0	-0.27093	0	0	0.0367015	-2.70251
0.9	5.39147	0	0	-0.270251	0	0	0.0365177	-2.69573
0.95	5.37796	0	0	-0.269573	0	0	0.0363349	-2.68898
1	5.36448	0	0	-0.268898	0	0	0.036153	-2.68224
1.05	5.35103	0	0	-0.268224	0	0	0.035972	-2.67552
1.1	5.33762	0	0	-0.267552	0	0	0.0357919	-2.66881
1.15	5.32424	0	0	-0.266881	0	0	0.0356128	-2.66212
1.2	5.3109	0	0	-0.266212	0	0	0.0354345	-2.65545
1.25	5.29759	0	0	-0.265545	0	0	0.0352571	-2.64879
1.3	5.28431	0	0	-0.264879	0	0	0.0350806	-2.64216
1.35	5.27107	0	0	-0.264216	0	0	0.0349049	-2.63553
1.4	5.25786	0	0	-0.263553	0	0	0.0347302	-2.62893
1.45	5.24468	0	0	-0.262893	0	0	0.0345563	-2.62234
1.5	5.23154	0	0	-0.262234	0	0	0.0343833	-2.61577
1.55	5.21842	0	0	-0.261577	0	0	0.0342112	-2.60921
1.6	5.20534	0	0	-0.260921	0	0	0.0340399	-2.60267
1.65	5.1923	0	0	-0.260267	0	0	0.0338695	-2.59615
1.7	5.17929	0	0	-0.259615	0	0	0.0337	-2.58964
1.75	5.1663	0	0	-0.258964	0	0	0.0335312	-2.58315
1.8	5.15336	0	0	-0.258315	0	0	0.0333634	-2.57668
1.85	5.14044	0	0	-0.257668	0	0	0.0331964	-2.57022
1.9	5.12756	0	0	-0.257022	0	0	0.0330302	-2.56378
1.95	5.11471	0	0	-0.256378	0	0	0.0328648	-2.55735
2	5.10189	0	0	-0.255735	0	0	0.0327003	-2.55094
2.05	5.0891	0	0	-0.255094	0	0	0.0325366	-2.54455
2.1	5.07635	0	0	-0.254455	0	0	0.0323737	-2.53817
2.15	5.06362	0	0	-0.253817	0	0	0.0322116	-2.53181
2.2	5.05093	0	0	-0.253181	0	0	0.0320503	-2.52547
2.25	5.03827	0	0	-0.252547	0	0	0.0318899	-2.51914
2.3	5.02565	0	0	-0.251914	0	0	0.0317302	-2.51282
