0	5.61231	0	0	0	0	0	0	-2.80616
0.05	5.61231	0	0	0	0	0	0	-2.80616
0.1	5.61231	0	0	-0.280616	0	0	0.0393725	-2.80616
0.15	5.59828	0	0	-0.558425	0	0	0.155919	-2.79914
0.2	5.57036	0	0	-0.832755	0	0	0.34674	-2.78518
0.25	5.52872	0	0	-1.10294	0	0	0.608244	-2.76436
0.3	5.47357	0	0	-1.36835	0	0	0.936193	-2.73679
0.35	5.40516	0	0	-1.62835	0	0	1.32576	-2.70258
0.4	5.32374	0	0	-1.88232	0	0	1.77157	-2.66187
0.45	5.22962	0	0	-2.12968	0	0	2.26778	-2.61481
0.5	5.12314	0	0	-2.36987	0	0	2.80814	-2.56157
0.55	5.00464	0	0	-2.60233	0	0	3.38605	-2.50232
0.6	4.87453	0	0	-2.82654	0	0	3.99465	-2.43726
0.65	4.7332	0	0	-3.042	0	0	4.62687	-2.3666
0.7	4.5811	0	0	-3.24824	0	0	5.27552	-2.29055
0.75	4.41869	0	0	-3.44481	0	0	5.93336	-2.20934
0.8	4.24645	0	0	-3.6313	0	0	6.59316	-2.12322
0.85	4.06488	0	0	-3.80731	0	0	7.24779	-2.03244
0.9	3.87452	0	0	-3.97248	0	0	7.89029	-1.93726
0.95	3.6759	0	0	-4.12648	0	0	8.51391	-1.83795
1	3.46957	0	0	-4.26901	0	0	9.11222	-1.73479
1.05	3.25612	0	0	-4.3998	0	0	9.67911	-1.62806
1.1	3.03613	0	0	-4.5186	0	0	10.2089	-1.51807
1.15	2.8102	0	0	-4.62523	0	0	10.6964	-1.4051
1.2	2.57894	0	0	-4.71948	0	0	11.1368	-1.28947
1.25	2.34297	0	0	-4.80124	0	0	11.5259	-1.17148
1.3	2.1029	0	0	-4.87037	0	0	11.8603	-1.05145
1.35	1.85939	0	0	-4.92681	0	0	12.1367	-0.929693
1.4	1.61304	0	0	-4.97051	0	0	12.353	-0.806522
1.45	1.36452	0	0	-5.00146	0	0	12.5073	-0.682259
1.5	1.11445	0	0	-5.01967	0	0	12.5986	-0.557223
1.55	0.863462	0	0	-5.0252	0	0	12.6263	-0.431731
1.6	0.612202	0	0	-5.01812	0	0	12.5908	-0.306101
1.65	0.361296	0	0	-4.99855	0	0	12.4927	-0.180648
1.7	0.111369	0	0	-4.96663	0	0	12.3337	-0.0556845
1.75	-0.136962	0	0	-4.92253	0	0	12.1156	-0.0684812
1.8	-0.383089	0	0	-4.86646	0	0	11.8412	-0.191544
1.85	-0.626412	0	0	-4.79864	0	0	11.5135	-0.313206
1.9	-0.866344	0	0	-4.71933	0	0	11.136	-0.433172
1.95	-1.10231	0	0	-4.62882	0	0	10.713	-0.551155
2	-1.33375	0	0	-4.52742	0	0	10.2487	-0.666875
2.05	-1.56012	0	0	-4.41545	0	0	9.74812	-0.780061
2.1	-1.78089	0	0	-4.29329	0	0	9.21618	-0.890447
2.15	-1.99556	0	0	-4.16132	0	0	8.65827	-0.99778
2.2	-2.20362	0	0	-4.01992	0	0	8.0799	-1.10181
2.25	-2.40462	0	0	-3.86954	0	0	7.48669	-1.20231
2.3	-2.5981	0	0	-3.71062	0	0	6.88434	-1.29905
2.35	-2.78363	0	0	-3.54361	0	0	6.27857	-1.39181
