#CONFIGURATION
#number of particles: 961
#seed:                49
#temperature:         1
#sigma:               1
#epsilon:             1
#normed distance:     1.12246
#r_cut:               1.12246
#dt:                  0.01
#box_width:           41.7556
#box height:          36.3419
#space_in_x:          0.673477
#space_in_y:          0.673477
#axial_ratio:         1
#integration method:  leapfrog integration
#lattice type:        triangular lattice
#boundary conditions: periodic boundaries
#lattice constant:    1.34695
#particle speed:      1
#nogui:               1
#runs:                0
#logname:             L12.txt
0.0417556	0	-0
0.0835112	0	0
0.125267	0	0
0.167022	0	0
0.208778	0	0
0.250534	0	0
0.292289	0	0
0.334045	0	0
0.3758	0	0
0.417556	0	0
0.459311	0	0
0.501067	0	0
0.542823	0	0
0.584578	0	0
0.626334	0	0
0.668089	0	0
0.709845	0	0
0.751601	0	0
0.793356	0	0
0.835112	0	0
0.876867	0	0
0.918623	0	0
0.960379	0	0
1.00213	10	0.0666628
1.04389	81	0.516991
1.08565	192	1.17544
1.1274	231	1.35874
1.16916	252	1.42633
1.21091	193	1.05267
1.25267	182	0.957839
1.29442	185	0.940623
1.33618	159	0.781922
1.37793	142	0.676151
1.41969	125	0.576889
1.46145	117	0.52385
1.5032	122	0.530404
1.54496	106	0.447861
1.58671	90	0.369841
1.62847	97	0.387977
1.67022	114	0.44413
1.71198	87	0.33036
1.75373	85	0.314796
1.79549	88	0.318054
1.83725	84	0.296453
1.879	102	0.351704
1.92076	105	0.353912
1.96251	142	0.468105
2.00427	118	0.380623
2.04602	138	0.435764
2.08778	157	0.485539
2.12953	168	0.509061
2.17129	173	0.513831
2.21305	231	0.672776
2.2548	213	0.608536
2.29656	236	0.661644
2.33831	225	0.61923
2.38007	232	0.62699
2.42182	214	0.568108
2.46358	224	0.584314
2.50534	248	0.63586
2.54709	225	0.567194
2.58885	210	0.520631
2.6306	207	0.504849
2.67236	200	0.479972
2.71411	200	0.472413
2.75587	184	0.427882
2.79762	218	0.499207
2.83938	198	0.44659
2.88114	218	0.484416
2.92289	217	0.475155
2.96465	227	0.489899
3.0064	216	0.459548
3.04816	240	0.503467
3.08991	227	0.469628
3.13167	229	0.46732
3.17342	234	0.471113
3.21518	221	0.439047
3.25694	230	0.450954
3.29869	287	0.555451
3.34045	276	0.527358
3.3822	284	0.535818
3.42396	279	0.519845
3.46571	285	0.524509
3.50747	286	0.51997
3.54922	321	0.576613
3.59098	308	0.546714
3.63274	290	0.508742
3.67449	324	0.561817
3.71625	308	0.527969
3.758	307	0.520309
3.79976	317	0.531254
3.84151	286	0.474005
3.88327	310	0.508167
3.92503	310	0.502673
3.96678	319	0.511735
4.00854	318	0.504732
4.05029	298	0.468035
4.09205	299	0.46474
4.1338	325	0.499971
4.17556	293	0.446167
4.21731	341	0.51404
4.25907	340	0.507433
4.30083	313	0.462535
4.34258	330	0.482899
4.38434	302	0.437656
4.42609	347	0.498057
4.46785	390	0.55447
4.5096	350	0.492929
4.55136	378	0.527411
4.59311	359	0.496284
4.63487	390	0.534215
4.67663	426	0.578247
4.71838	402	0.540776
4.76014	346	0.461306
4.80189	416	0.549748
4.84365	412	0.539706
4.8854	421	0.546721
4.92716	418	0.538166
4.96891	380	0.485078
5.01067	384	0.486048
5.05243	376	0.471939
5.09418	410	0.510344
5.13594	411	0.507378
5.17769	395	0.483645
5.21945	380	0.461511
5.2612	397	0.478285
5.30296	433	0.5175
5.34472	368	0.436338
5.38647	422	0.496442
5.42823	392	0.457561
5.46998	424	0.491091
5.51174	441	0.506867
5.55349	448	0.510997
5.59525	469	0.530912
5.637	462	0.519071
5.67876	449	0.500714
5.72052	444	0.491484
5.76227	455	0.499971
5.80403	489	0.533423
5.84578	501	0.542568
5.88754	473	0.508572
5.92929	485	0.517763
5.97105	508	0.538484
6.0128	480	0.505234
6.05456	509	0.532025
6.09632	471	0.488899
6.13807	504	0.519557
6.17983	463	0.474034
6.22158	527	0.535901
6.26334	490	0.494921
6.30509	493	0.49462
6.34685	490	0.488344
6.3886	486	0.48116
6.43036	493	0.48489
6.47212	486	0.474891
6.51387	497	0.482496
6.55563	471	0.454314
6.59738	559	0.535751
6.63914	531	0.505685
6.68089	540	0.511011
6.72265	544	0.511569
6.76441	551	0.514923
6.80616	499	0.46344
6.84792	562	0.518739
6.88967	553	0.50731
6.93143	602	0.548904
6.97318	600	0.543775
7.01494	560	0.504475
7.05669	525	0.470122
7.09845	584	0.519851
7.14021	549	0.485812
7.18196	557	0.490001
7.22372	598	0.523002
7.26547	560	0.486928
7.30723	596	0.515244
7.34898	620	0.53292
7.39074	608	0.519628
7.43249	588	0.499688
7.47425	530	0.447861
7.51601	614	0.515936
7.55776	571	0.477131
7.59952	609	0.506065
7.64127	617	0.509888
7.68303	596	0.489834
7.72478	653	0.533756
7.76654	605	0.491841
7.80829	623	0.503744
7.85005	610	0.490588
7.89181	643	0.51437
7.93356	658	0.523577
7.97532	606	0.479655
8.01707	630	0.496034
8.05883	656	0.513808
8.10058	619	0.482309
8.14234	624	0.483693
8.1841	654	0.504341
8.22585	662	0.507899
8.26761	645	0.492338
8.30936	662	0.502755
8.35112	641	0.484355
8.39287	744	0.559366
8.43463	664	0.496729
8.47638	674	0.501708
8.51814	704	0.521451
8.5599	636	0.468769
8.60165	691	0.506816
8.64341	701	0.511649
8.68516	674	0.48956
8.72692	721	0.521174
8.76867	721	0.518675
8.81043	672	0.481117
8.85218	726	0.517309
8.89394	697	0.494297
8.9357	715	0.504676
8.97745	709	0.498097
9.01921	702	0.49088
9.06096	694	0.483034
9.10272	702	0.486346
9.14447	742	0.511694
9.18623	747	0.512785
9.22798	707	0.483115
9.26974	787	0.535343
9.3115	764	0.517351
9.35325	743	0.50087
9.39501	745	0.499971
9.43676	713	0.476364
9.47852	768	0.510835
9.52027	763	0.505268
9.56203	774	0.5103
9.60379	810	0.531698
9.64554	748	0.48886
9.6873	778	0.506261
9.72905	747	0.483989
9.77081	786	0.507067
9.81256	797	0.511962
9.85432	785	0.502103
9.89607	761	0.484685
9.93783	791	0.501662
9.97959	824	0.520391
10.0213	783	0.492424
10.0631	769	0.4816
10.1049	802	0.500179
10.1466	853	0.529783
10.1884	777	0.48059
10.2301	764	0.470609
10.2719	791	0.485248
10.3136	825	0.504044
10.3554	835	0.508084
10.3971	826	0.500577
10.4389	853	0.514859
10.4807	875	0.526021
10.5224	825	0.493983
10.5642	790	0.471145
10.6059	823	0.488882
10.6477	855	0.505888
10.6894	904	0.532778
10.7312	880	0.516604
10.7729	886	0.518098
10.8147	899	0.523659
10.8565	844	0.48972
10.8982	891	0.514999
10.94	827	0.476172
10.9817	866	0.49672
11.0235	872	0.498257
11.0652	865	0.492381
11.107	861	0.488251
11.1487	939	0.530477
11.1905	860	0.484024
11.2323	863	0.483897
11.274	886	0.494943
11.3158	928	0.516482
11.3575	899	0.498492
11.3993	916	0.506048
11.441	945	0.520153
11.4828	951	0.521542
11.5245	922	0.503796
11.5663	910	0.495434
11.6081	936	0.507746
11.6498	911	0.492404
11.6916	949	0.511101
11.7333	909	0.487807
11.7751	924	0.494089
11.8168	934	0.497662
11.8586	917	0.486874
11.9003	969	0.512668
11.9421	970	0.511394
11.9839	977	0.51328
12.0256	997	0.521959
12.0674	942	0.49145
12.1091	918	0.477268
12.1509	950	0.492199
12.1926	969	0.500315
12.2344	967	0.49757
12.2761	974	0.499458
12.3179	956	0.488557
