#CONFIGURATION
#number of particles: 961
#seed:                49
#temperature:         1
#sigma:               1
#epsilon:             1
#normed distance:     1.12246
#r_cut:               1.12246
#dt:                  0.01
#box_width:           31.3167
#box height:          27.2564
#space_in_x:          0.505108
#space_in_y:          0.505108
#axial_ratio:         1
#integration method:  leapfrog integration
#lattice type:        triangular lattice
#boundary conditions: periodic boundaries
#lattice constant:    1.01022
#particle speed:      0.5
#nogui:               1
#runs:                0
#logname:             L09V05.txt
3.53576	16.2528	0	8.08173	4.87947	0	11.1124	20.6272	0	14.6481	9.25383	0	17.6788	25.0015	0	22.2247	13.6282	0	25.7605	2.25485	0	28.7912	18.0026	0	19.1941	3.12973	0	4.54597	9.25383	0	
3.53979	16.2498	0	8.08618	4.88141	0	11.116	20.6304	0	14.6512	9.24982	0	17.6836	25.0022	0	22.2275	13.6321	0	25.7629	2.25034	0	28.796	18.0014	0	19.1936	3.12459	0	4.5438	9.24913	0	
3.5434	16.2477	0	8.09022	4.88298	0	11.1197	20.6336	0	14.6535	9.24642	0	17.6879	25.003	0	22.2298	13.6362	0	25.7652	2.24622	0	28.8003	18.0006	0	19.1932	3.12032	0	4.54158	9.24515	0	
3.54616	16.2471	0	8.09348	4.8839	0	11.1234	20.6369	0	14.6544	9.24414	0	17.691	25.004	0	22.231	13.6404	0	25.7672	2.24278	0	28.8036	18.0005	0	19.193	3.11769	0	4.53931	9.24252	0	
3.54775	16.2485	0	8.09569	4.88403	0	11.1271	20.6402	0	14.6535	9.2433	0	17.6926	25.0053	0	22.2309	13.6446	0	25.769	2.24022	0	28.8057	18.0012	0	19.1931	3.11724	0	4.53702	9.2417	0	
3.54808	16.2517	0	8.09677	4.88337	0	11.1308	20.6434	0	14.6508	9.24396	0	17.6924	25.0069	0	22.2297	13.6486	0	25.7701	2.23858	0	28.8064	18.0026	0	19.1934	3.11908	0	4.53478	9.24287	0	
3.54733	16.2564	0	8.09684	4.88206	0	11.1341	20.6461	0	14.6467	9.24595	0	17.6904	25.0087	0	22.2275	13.652	0	25.7704	2.23782	0	28.8056	18.0045	0	19.194	3.12294	0	4.53271	9.2459	0	
3.54583	16.2617	0	8.09622	4.8804	0	11.137	20.6482	0	14.6418	9.24887	0	17.6867	25.0105	0	22.2248	13.6541	0	25.7695	2.2378	0	28.8033	18.0065	0	19.1946	3.12817	0	4.53097	9.25032	0	
3.54402	16.2667	0	8.09532	4.87876	0	11.1393	20.6494	0	14.6369	9.25222	0	17.6816	25.0123	0	22.2222	13.6545	0	25.7672	2.2383	0	28.7999	18.0081	0	19.1953	3.134	0	4.52975	9.25542	0	
3.5423	16.2704	0	8.09455	4.87754	0	11.1409	20.6493	0	14.633	9.25547	0	17.6755	25.0139	0	22.2204	13.6529	0	25.7636	2.23908	0	28.7957	18.0089	0	19.1959	3.13962	0	4.52927	9.26036	0	
3.54094	16.2721	0	8.09425	4.87712	0	11.1416	20.648	0	14.6308	9.25809	0	17.6691	25.0154	0	22.2198	13.6494	0	25.7587	2.23994	0	28.7912	18.0087	0	19.1963	3.14439	0	4.52968	9.26436	0	
3.5401	16.2714	0	8.09458	4.87774	0	11.1417	20.6457	0	14.6307	9.2597	0	17.663	25.0168	0	22.2208	13.6443	0	25.7531	2.24068	0	28.7869	18.0075	0	19.1962	3.14782	0	4.53108	9.2669	0	
3.53978	16.268	0	8.09554	4.87942	0	11.1412	20.6425	0	14.6329	9.26007	0	17.6578	25.0181	0	22.2232	13.6384	0	25.7473	2.24121	0	28.7833	18.0055	0	19.1957	3.14966	0	4.53341	9.2678	0	
3.53985	16.2624	0	8.09696	4.88196	0	11.1403	20.639	0	14.6369	9.25918	0	17.654	25.0196	0	22.2266	13.6323	0	25.7419	2.2415	0	28.7809	18.0031	0	19.1947	3.1498	0	4.53647	9.26724	0	
3.54012	16.2551	0	8.09858	4.88496	0	11.1394	20.6354	0	14.6421	9.25726	0	17.6518	25.0214	0	22.2305	13.6271	0	25.7374	2.24157	0	28.7796	18.0009	0	19.1934	3.14835	0	4.53996	9.26567	0	
3.54033	16.2471	0	8.10006	4.88795	0	11.1387	20.6323	0	14.6476	9.25471	0	17.6513	25.0235	0	22.2339	13.6235	0	25.7342	2.24155	0	28.7795	17.9994	0	19.1922	3.14553	0	4.54352	9.26362	0	
3.54027	16.2394	0	8.10107	4.89044	0	11.1384	20.6299	0	14.6527	9.252	0	17.6525	25.026	0	22.2363	13.6219	0	25.7327	2.24155	0	28.7802	17.9989	0	19.1913	3.14164	0	4.54677	9.26156	0	
3.53974	16.233	0	8.10133	4.89205	0	11.1384	20.6286	0	14.6568	9.2496	0	17.6549	25.0287	0	22.2371	13.6225	0	25.7329	2.24171	0	28.7814	17.9996	0	19.191	3.13706	0	4.54941	9.25985	0	
3.53867	16.229	0	8.10066	4.89252	0	11.1385	20.6285	0	14.6593	9.24786	0	17.6582	25.0313	0	22.2362	13.625	0	25.7346	2.24212	0	28.783	18.0015	0	19.1916	3.13216	0	4.55119	9.25864	0	
3.53712	16.2281	0	8.09899	4.89181	0	11.1384	20.6294	0	14.6603	9.24697	0	17.6619	25.0334	0	22.2338	13.6289	0	25.7376	2.24275	0	28.7846	18.0043	0	19.193	3.1273	0	4.55199	9.25792	0	
3.53525	16.2305	0	8.09639	4.88999	0	11.1376	20.6313	0	14.6598	9.24691	0	17.6655	25.0348	0	22.2304	13.6333	0	25.7416	2.24345	0	28.7861	18.0076	0	19.1949	3.12279	0	4.55177	9.25754	0	
3.53328	16.2359	0	8.09304	4.88725	0	11.1357	20.6339	0	14.6584	9.24753	0	17.6687	25.0352	0	22.2266	13.6372	0	25.7461	2.24393	0	28.7874	18.011	0	19.1969	3.1189	0	4.55061	9.25724	0	
3.5314	16.2435	0	8.08921	4.88388	0	11.1323	20.6367	0	14.6565	9.24857	0	17.6711	25.0345	0	22.2233	13.6399	0	25.7507	2.2438	0	28.7885	18.0138	0	19.1985	3.11578	0	4.54871	9.25671	0	
3.52975	16.2522	0	8.08525	4.88017	0	11.1274	20.6394	0	14.6547	9.24973	0	17.6726	25.0328	0	22.2213	13.6406	0	25.7551	2.24267	0	28.7893	18.0154	0	19.1991	3.11352	0	4.54635	9.25568	0	
