#CONFIGURATION
#number of particles: 961
#seed:                49
#temperature:         1
#sigma:               1
#epsilon:             1
#normed distance:     1.12246
#r_cut:               1.12246
#dt:                  0.1
#box_width:           34.7963
#box height:          30.2849
#space_in_x:          0.561231
#space_in_y:          0.561231
#axial_ratio:         1
#integration method:  leapfrog integration
#lattice type:        triangular lattice
#boundary conditions: periodic boundaries
#lattice constant:    1.12246
#particle speed:      0.5
#nogui:               1
#runs:                0
#logname:             L1V05dt01.txt
3.92862	18.0587	0	8.9797	5.42163	0	12.3471	22.9191	0	16.2757	10.282	0	19.6431	27.7795	0	24.6942	15.1424	0	28.6228	2.50539	0	31.9902	20.0028	0	21.3268	3.47747	0	5.05108	10.282	0	
3.96901	18.0288	0	9.02422	5.44102	0	12.3834	22.9509	0	16.3066	10.2419	0	19.6916	27.7858	0	24.7222	15.1817	0	28.6465	2.46026	0	32.0383	19.9913	0	21.3215	3.42609	0	5.02936	10.235	0	
3.84611	18.1543	0	8.96564	5.44129	0	12.4162	22.9937	0	16.2479	10.2943	0	19.6788	27.7982	0	24.7013	15.232	0	28.6723	2.41705	0	32.0624	20.0242	0	21.3187	3.58405	0	5.00791	10.3111	0	
4.13865	18.0223	0	9.23589	5.36888	0	12.2547	22.8565	0	16.3081	10.3468	0	19.5784	27.7391	0	24.3269	14.6124	0	28.2899	2.5395	0	31.729	19.8558	0	21.6425	3.23899	0	5.04826	10.2664	0	
3.94865	17.7851	0	8.32828	8.62156	0	12.541	23.0224	0	16.6637	9.70676	0	19.5452	27.8949	0	17383.2	33856.3	0	30.1061	8.07805	0	33.1505	20.5181	0	-2.59136	157.826	0	4.90644	10.2218	0	
10.3898	18.5307	0	7.42068	11.8742	0	12.9099	22.9637	0	-12341.4	27433.1	0	837017	511920	0	34742.1	67698	0	32.0932	13.7254	0	34.572	21.1805	0	-26.8252	312.412	0	5.46293	10.4612	0	
16.831	19.2763	0	6.51307	15.1269	0	13.1436	22.583	0	-24699.4	54856.5	0	1.67402e+06	1.02381e+06	0	52101	101540	0	34.0804	19.3727	0	1.19713	21.8429	0	-51.059	466.999	0	6.01942	10.7007	0	
23.2722	20.022	0	5.60547	18.3796	0	-275.537	17.4703	0	-37057.4	82279.9	0	2.51101e+06	1.53571e+06	0	69459.9	135381	0	36.0675	25.0201	0	26.3205	20.1993	0	-75.2928	621.586	0	6.57591	10.9401	0	
29.7134	20.7676	0	4.69786	21.6323	0	-564.218	12.3575	0	-49415.4	109703	0	3.34801e+06	2.0476e+06	0	86818.8	169223	0	38.0546	0.382537	0	16.6475	18.5557	0	-99.5266	776.172	0	7.1324	11.1795	0	
1.35827	21.5133	0	3.79026	24.885	0	-852.898	7.24466	0	-61773.4	137127	0	4.18501e+06	2.55949e+06	0	104178	203065	0	40.0418	6.02988	0	6.97456	16.9121	0	-123.76	930.759	0	7.68889	11.419	0	
